,NetId,name,URL,endDate,dataSize,table,image,audio,video,data type,text/csv,text/json,text/tab-separated-values,image/bmp,image/jpeg,image/png,image/tiff,audio/x-wav,audio/x-aiff,video/mp4,data format,columns [index;name;type;...] for type use categorical or numerical,augmented dataset URL,taskType,taskSubType,outputType,targetIndex,targetName,rawData (non csv) ,rawDataIndex,problemDescription,preprocessing,function calls preprocessing,function parameters preprocessing,featureExtractor,function call feature extraction,function parameters feature extraction,featureSelector,function calls feature selection,function parameters feature selection,sklearn,xgboost,keras,tensorflow,lightgbm,Libraries,estimator,function calls estimation,function parameters estimation,estimator1,function call,estimator2,function call,estimator3,function call,postprocessing,function calls postprocessing,function parameters postprocessing,performanceMetric,crossValidationPerformance,runningTimeSecondsTesting,runningTimeSecondsTraining,WellWrittenCodeDocRating0-5,WellWrittenCodeRating0-5,codeURI,codeYear,codeMonth,codeAuthor,codeCountry,GenericUnivariateSelect,SelectPercentile,SelectKBest,SelectFpr,SelectFdr,SelectFromModel,SelectFwe,RFE,RFECV,VarianceThreshold,chi2,f_classif,f_regression,mutual_info_classif,mutual_info_regression,KNeighborsClassifier,KNeighborsRegressor,SGDClassifier,LinearRegression,LogisticRegression,Ridge,BayesianRidge,Lasso,SGDRegressor,DecisionTreeClassifier,DecisionTreeRegressor,LinearSVC,SVC,LinearSVR,RandomForestClassifier,GradientBoostingClassifier,RandomForestRegressor,GradientBoostingRegressor,MLPClassifier,XGBClassifier,XGBRegressor,CNN,ResNet
91,,diabetic-retinopathy-detection,https://www.kaggle.com/c/diabetic-retinopathy-detection,7/27/15 23:59,82.20GB,FALSE,TRUE,FALSE,FALSE,image,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,jpg,[0; image;categorical;1; level;integer],,classification,multiclass,multiLabel,1,level,TRUE,0,Identify signs of diabetic retinopathy in eye images,"image pre-processing, class vectors to binary class matrices, image pre-processing",,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,keras,cnn,,,cnn,,,,,"model = sequential, layers=Dense, Dropout, Activation, Flatten, Convolution2D, MaxPooling2D, loss='categorical_crossentropy', optimizer='adadelta'",,,,qwk,0.831264162,,,,,https://www.kaggle.com/kkk2yyy/college-work,2017,May,Kai Yu,China,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
92,,crowdflower-search-relevance,https://www.kaggle.com/c/crowdflower-search-relevance,2007/6/15 23:59,18MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0;id;integer;1;query;categorical;2;product_title;categorical;3;product_description;categorical;4;median_relevance;integer;5;relevance_variance;real],,classification,multiclass,classLabel,1,prediction,FALSE,,Create an open source model that can measure the relevance of search results from E-Commerce sites and evaluate the accuracy of their search algorithms,"stemming, text pre-processing, svd, tokenization, normalization/scaling",,,"countvectorizer, tfidfvectorizer, tfidfvectorizer",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,sklearn,logisticregression,,,logisticregression,,,,,,rounding off the predicted values,,,qwk,0.66429,,,,,https://www.kaggle.com/lancerts/combined,2015,July,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93,,word2vec-nlp-tutorial,https://www.kaggle.com/c/word2vec-nlp-tutorial,6/30/15 23:59,180MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"tsv, csv",[0; id;string;1; sentiment;integer;2; review;string],,classification,binary,classLabel,1,sentiment,FALSE,,Use Google's Word2Vec for movie reviews,"drop features & entries, text pre-processing, text pre-processing",,,countvectorizer,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,sklearn,"decisiontreeclassifier/regressor, randomforestregressor/classifier",,,decisiontreeclassifier/regressor,,randomforestregressor/classifier,,,,,,,auc,0.84628,,,,,https://github.com/ziyanfeng/kaggle-bag-of-words-meets-bags-of-popcorn,2016,July,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
94,,predict-west-nile-virus,https://www.kaggle.com/c/predict-west-nile-virus,6/17/15 23:59,23MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0; Id;integer;1; Date;dateTime;2; Time;dateTime;3; Latitude;real;4; longitude;real;5; Address;string;6; Species;categorical;7; Block;integer;8; Street;categorical;9; Trap;categorical;0; AddressNumberAndStreet;string;1; AddressAccuracy;integer;2; NumMosquitos;integer;3; WnvPresent;string;5; Tmax;integer;6; Tmin;integer;7; Tavg;integer;8; Depart;integer;9; DewPoint;integer;0; WetBulb;integer;1; Heat;integer;2; Cool;integer;3; Sunrise;dateTime;4; Sunset;dateTime;5; CodeSum;categorical;6; Depth;integer;7; Waterl;integer;8; SnowFall;integer;9; PrecipTotal;real;0; StnPressure;real;1; SeaLevel;real;2; ResultSpeed;real;3; ResultDir;integer;4; AvgSpeed;integer],,classification,binary,probability,1,WnvPresent,FALSE,,Predict West Nile virus in mosquitos across the city of Chicago,"nan processing, one hot encoding",,,countvectorizer,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,sklearn,randomforestregressor/classifier,,,randomforestregressor/classifier,,,,,,,,,auc,0.6711,,,,,https://www.kaggle.com/abhishek/vote-me-up,2015,May,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
95,"hb1578, an2846",facebook-recruiting-iv-human-or-bot,https://www.kaggle.com/c/facebook-recruiting-iv-human-or-bot,2006/8/15 23:59,925.2MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0; bidder_id;string;1; payment_account;string;2; address;string;3; outcome;integer],,classification,binary,probability,1,prediction,FALSE,,Predict if an online bid is made by human or a machine/bot,"nan processing, normalization/scaling",,,tfidfvectorizer,,,"selectpercentile, chi2",,,TRUE,FALSE,FALSE,FALSE,FALSE,sklearn,decisiontreeclassifier/regressor,,,decisiontreeclassifier/regressor,,,,,"objective = 'binary:logistic', learning_rate = 0.05, max_depth = 5, nthread = 8, seed = 42, subsample = 0.4, colsample_bytree = 0.7, min_child_weight = 1, n_estimators = 100, gamma = 0.15, silent = True",ensemble,,,auc,0.9367,,,,,https://github.com/wallinm1/kaggle-facebook-bot/blob/master/facebook_notebook.ipynb,2016,February,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
96,,poker-rule-induction,https://www.kaggle.com/c/poker-rule-induction,2006/1/15 23:59,9MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0; S1;integer;1; C1;integer;2; S2;integer;3; C2;integer;4; S3;integer;5; C3;integer;6; S4;integer;7; C4;integer;8; S5;integer;9;C5;integer;0; hand;integer],,classification,multiclass,classLabel,2,hand,FALSE,,Determine the poker hand of five playing cards,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,sklearn,svr/svc,,,svr/svc,,,,,"max_depth = 5,",,,,accuracy,0.99958,,,,,https://github.com/tdvance/kaggle_submissions/tree/master/poker,2015,April,Tood Vance,US,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97,vaa238/wl1622,bike-sharing-demand,https://www.kaggle.com/c/bike-sharing-demand,5/29/15 23:59,633.16KB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,text/csv,[0; datetime;real;1;season;categorical;2;holiday;categorical;3;workingday;categorical;4;weather;categorical;5;temp;real;6;atemp;real;7;humidity;integer;8;windspeed;real;8;casual;integer;9;registered;integer;0;count;integer],,regression,univariate,generalScore,1,count,FALSE,,"Created a model to forecast bike rental demand in the Capital Bikeshare program in Washington, D.C. based on historical usage patterns and weather data in order to study mobility in a city","one hot encoding, date/time transformation",,,,,,mlr.tuneparams,,,FALSE,TRUE,FALSE,FALSE,FALSE,xgboost,decisiontreeclassifier/regressor,,,decisiontreeclassifier/regressor,,,,,"nthread = 8,",,,,rmsle,0.37977,,,,,https://www.kaggle.com/casalicchio/tuning-with-mlr,2017,March,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
98,skg398/tt1838,walmart-recruiting-sales-in-stormy-weather,https://www.kaggle.com/c/walmart-recruiting-sales-in-stormy-weather,5/25/15 23:59,439.14MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,text/csv,[0;date;dateTime;1;store_nbr;integer;2;item_nbr;integer;3;units;integer;0; store_nbr;integer;1;station_nbr;integer],,regression,univariate,generalScore,1,units,FALSE,, Predict sales of weather-sensitive products at Walmart which  will keep valued customers out of the rain.,"boolean preprocessing, date/time transformation",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,vowpal wabbit,linearregression,,,linearregression,,,,,"seed = 42,",,,,rmsle,0.09339,,,,,https://github.com/threecourse/kaggle-walmart-recruiting-sales-in-stormy-weather,2015,May,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99,hh1519_xl1638,otto-group-product-classification-challenge,https://www.kaggle.com/c/otto-group-product-classification-challenge,5/18/15 23:59,6MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,text/csv,[0;id;integer;3;feat_3;integer;3;feat_93;integer;4;target;string],,classification,multiclass,multiLabel,1 to 9,Class_1-Class_9,FALSE,,Classify products into the correct category,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,"sklearn,scipy","randomforestregressor/classifier, logisticregression",,,randomforestregressor/classifier,,logisticregression,,,"subsample = 0.4,",ensemble,,,logloss,0.56,,,,,https://www.kaggle.com/hsperr/finding-ensamble-weights,2015,June,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100,,how-much-did-it-rain,https://www.kaggle.com/c/how-much-did-it-rain,5/15/15 23:59,1.06GB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0; id;integer;1; TimeToEnd;dateTime;2; DistanceToRadar;integer;3; Composite;integer;4; Hybridscan;integer;5; HydrometeorType;categorical;6; Kdp;integer;7; RR1;integer;8; RR2;integer;9; RR3;integer;0; RadarQuality;integer;1; Reflectivity;integer;2; ReflectivityQC;integer;3; RhoHV;integer;4; Velocity;integer;5; Zdr;integer;6; LogWaterVolume;integer;7; MassWeight;integer;8; MassWeightedSd;integer],,regression,univariate,multiLabel,1,Expected,FALSE,,Determining amount of rain,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,Xgboost,decisiontreeclassifier/regressor,,,decisiontreeclassifier/regressor,,,,,"colsample_bytree = 0.7,",,,,continuous ranked probability score,"50% validation score, 0.014",,,,,https://www.kaggle.com/devinanzelmo/fiddling-with-xgb,2015,April,Devin,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
101,hh1519_xl1638,forest-cover-type-prediction,https://www.kaggle.com/c/forest-cover-type-prediction,2005/11/15 23:59,13.01MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0; id;integer;1; Elevation;integer;2; Aspect;integer;3; Slope;integer;4;  Horizontal_Distance_To_Hydrology;integer;5; Vertical_Distance_To_Hydrology;real;6; Horizontal_Distance_To_Roadways;integer;7; Hillshade_9am;integer;8; Hillshade_Noon;integer;9; Hillshade_3pm;integer;0; Horizontal_Distance_To_Fire_Points;integer;1; Wilderness_Area1;integer;4; Wilderness_Area4;integer;6; Soil_Type40;integer;7; Cover_Type;integer],,classification,multiclass,multiLabel,1,Cover Type,FALSE,,Use cartographic variables to classify forest categories,,,,,,,remove constant feature,,,TRUE,FALSE,FALSE,FALSE,FALSE,sklearn,"randomforestregressor/classifier, kneighborsregressor/classifier",,,randomforestregressor/classifier,,kneighborsregressor/classifier,,,"min_child_weight = 1,",,,,accuracy,0.863095238,,,,,https://www.kaggle.com/sociopath00/forest-type-prediction-using-python,2017,July,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102,rb4287,restaurant-revenue-prediction,https://www.kaggle.com/c/restaurant-revenue-prediction,2005/4/15 23:59,13.7MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0; id;integer;1; Open Date;dateTime;2; City;string;3; City Group;categorical;4; Type;categorical;5; P1;integer;6; P2;integer;7; P3;integer;0; P36;integer;1; P37;integer;2; revenue;integer],,regression,univariate,generalScore,1,Prediction,FALSE,,"Find a mathematical model to predict annual restaurant sales of 10,000 regional locations","one hot encoding, date/time transformation",,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,sklearn,randomforestregressor/classifier,,,randomforestregressor/classifier,,,,,"n_estimators = 100,",,,,rmse,1744343.436,,,,,https://www.kaggle.com/benhamner/random-forest-1,2015,May,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103, ,15-071x-the-analytics-edge-competition-spring-2015,https://www.kaggle.com/c/15-071x-the-analytics-edge-competition-spring-2015,2005/4/15 23:59,2.96MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0;NewsDesk;categorical;1;SectionName;categorical;2;SubsectionName;categorical;3;Headline;string;4;Snippet;string;5;Abstract;string;6;WordCount;integer;7;NewsDesk;categorical;8;PubDate;dateTime;9;UniqueID;integer],,classification,binary,probablity,1,Popular,FALSE,,"Given a set of features about an article, the aim of this project is to find a probablity that the article will be popular or not.","nan processing, split data, add features, text pre-processing",,,"tfidfvectorizer, dictvectorizer",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,sklearn,randomforestregressor/classifier,,,randomforestregressor/classifier,,,,,"gamma = 0.15, silent = True",predict class probablities(predict_proba(x)),,,auc,0.93613,,,,,https://github.com/alkamid/The-Analytics-Edge-in-IPython/blob/master/Kaggle/Kaggle%20-%20final%20model%2C%20RF%2BGBM.ipynb,2015,May,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104,"hb1578, an2846",malware-classification,https://www.kaggle.com/c/malware-classification,4/17/15 23:59,1TB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0; string;integer;1;integer;categorical],,classification,multiclass,classLabel,1 to 9,Prediction1 to Prediction9,TRUE,0,Predict the category that a malware belongs to based on its source code,,,,"n-grams, segment counts, combine features",,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,"sklearn,xgboost",decisiontreeclassifier/regressor,,,decisiontreeclassifier/regressor,,,,,,ensemble,,,logloss,0.0031,,,,,https://github.com/xiaozhouwang/kaggle_Microsoft_Malware/tree/master/kaggle_Microsoft_malware_full,2015,April,"Xiaozhou Wang, Jiwei Liu, Xueer Chen",United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105,,15-071x-the-analytics-edge-spring-20152,https://www.kaggle.com/c/15-071x-the-analytics-edge-spring-20152,2004/4/15 0:02,2.9MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0; NewsDesk;categorical;1; SectionName;categorical;2; SubsectionName;categorical;3; Headline;string;4; Snippet;string;5; Abstract;string;6; WordCount;integer;7; PubDate;string;8; Popular;categorical;9; UniqueID;integer],,classification,binary,probability,1,Popular,FALSE,,Test your analytics skills by predicting which New York Times blog articles will be the most popular.,"nan processing, drop features & entries, split data",,,datetime transform,,,selected features by running various models,,,,,,,,"LDAvis, randomForest","ldavis, randomforestregressor/classifier",,,ldavis,,randomforestregressor/classifier,,,,,,,auc,0.903,,,,,https://github.com/duf59/NYT_kaggle,2015,September,duf59,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106,,finding-elo,https://www.kaggle.com/c/finding-elo,3/23/15 23:59,46.2MB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pgn,[0; Event;integer;1; Site;string;2; Date;dateTime;3; Round;integer;4; White;string;5; Black;string;6; Result;categorical;7; WhiteElo;integer;8; BlackElo;integer;9; NA;string],,regression,multivariate,generalScore,43102,"WhiteElo, BlackElo",FALSE,,Predict a chess player's FIDE Elo rating from the moves of one game,data type conversion,,,"dictvectorizer, text extraction, mean absolute error, data augmentation",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,sklearn,"extratreesclassifier, elasticnet, linearregression",,,extratreesclassifier,,elasticnet,,linearregression,,"ensemble, ensemble",,,mae,155.77762,,,,,https://github.com/elyase/kaggle-elo,2015,March,elyase,Germany,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107,,axa-driver-telematics-analysis,https://www.kaggle.com/c/axa-driver-telematics-analysis,3/16/15 23:59,NA,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,[0; x;real;1; y;real;2;driver;NAN],,classification,binary,probability,1,trip probability,FALSE,,Use telematic data to identify a driver signature,add features,,,,,,selected features by comparing cross validation scores for models,,,,,,,,sklearn,randomforestregressor/classifier,,,randomforestregressor/classifier,,,,,,,,,auc,0.94527,,,,,https://github.com/alzmcr/axa,2015,March,alzmcr,UK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108,,datasciencebowl,https://www.kaggle.com/c/datasciencebowl,3/16/15 23:59,425MB,FALSE,TRUE,FALSE,FALSE,"table, image",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,jpg/csv,[0; image;NAN;1; class;NAN],,classification,multiclass,"multiLabel, probabilties",1 to 121,plankton species,TRUE,0,Predict the probability of each of the 121 classes,normalization/scaling,,,"affinetransform, similaritytransform",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,"theano, cuDNN, PyCUDA, Lasagne, scikit-image",cnn,,,cnn,,,,,loss_function=nn_plankton.log_loss,,,,logloss,0.56597,,,,,https://github.com/benanne/kaggle-ndsb,2015,March,Sander Dieleman,UK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109,,inria-bci-challenge,https://www.kaggle.com/c/inria-bci-challenge,2/24/15 23:59,3.6GB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,text/csv,[0;Time;integer;1;fp1;integer;2;fp2;integer;3;AF7;integer;4;AF3;integer;5;AF4;integer;6;AF8;integer;7;F7;integer;8;F5;integer;9;F3;integer;0;F1;integer;1;Fz;integer;2;F2;integer;3;FeddbackEvent;integer],,classification,binary,classLabel,1,Prediction,FALSE,,"Detect errors during the spelling task, given the subject's brain waves",filter,,,"xception, tangent space, normalization",,,set of meta features is newly added,,,TRUE,FALSE,FALSE,FALSE,FALSE,"sklearn, numpy, scipy, pylab, pandas, pyyaml, glob, multiprocessing","classifiermixin, elasticnet, crossvalidation, pipeline, baggingclassifier",,,classifiermixin,,elasticnet,,crossvalidation,,ensemble,,,auc,0.85145,,,,,https://github.com/alexandrebarachant/bci-challenge-ner-2015#code,2015,May,Alexandre Barachant,USA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
110,,avazu-ctr-prediction,https://www.kaggle.com/c/avazu-ctr-prediction/,2002/9/15 23:59,1.04GB,TRUE,FALSE,FALSE,FALSE,table,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,text/csv,[0;id;real;1;click;string;2;hour;real;3;c1;integer;4;banner_pos;string;5;site_id;string;6;site_domain;string;7; site_category;string;8;app_id;string;9;app_domain;string;0;app_category;string;1;device_id;string;2;device_ip;string;3;device_model;string;5;device_conn_type;string;6;c14;integer;9;c17;integer;0;c18;string;1;c19;integer;2;c20;real;3;c21;integer],,classification,binary,probabilities,1,click,FALSE,,Predict the probability of an online ad being clicked,date/time transformation,,,"combine features, combine features, combine features, factorization machine",,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,"sklearn, xgboost, Vowpal Wabbit, 3idiots","randomforestregressor/classifier, decisiontreeclassifier/regressor, factorizationmachine, sgdregressor/sgdclassifier",,,randomforestregressor/classifier,,decisiontreeclassifier/regressor,,factorizationmachine,,ensemble,,,logloss,0.393,,,,,https://github.com/owenzhang/kaggle-avazu,2015,February,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
